record_id,train_number,train_name,origin_station_code,origin_station,destination_station_code,destination_station,journey_date,scheduled_departure,delay_minutes,train_status,delay_cause,passenger_count,occupancy_percent,platform_number,weather_condition,temperature_c,visibility_m,risk_score,risk_level,maintenance_flag,crowd_alert,anomaly_detected,eta_delay_minutes,recommended_action
871,12233,Rajdhani,NGP,Nagpur Junction,CSTM,Mumbai CSMT,2026-07-14,13:00,35,Delayed,Late Incoming Train,1014,80,12,Clear,34,648,44,Medium,0,0,1,40,Notify station control
872,12396,Duronto,PNBE,Patna Junction,HWH,Howrah Junction,2026-01-13,04:45,5,Delayed,Crew Delay,293,74,17,Heatwave,42,3628,27,Low,0,0,0,12,Monitor
873,12613,Duronto,CSTM,Mumbai CSMT,CNB,Kanpur Central,2026-09-21,04:15,30,At Risk,Congestion,286,83,6,Heatwave,27,9672,36,Low,0,0,1,40,Monitor
874,12996,Rajdhani,PNBE,Patna Junction,ADI,Ahmedabad Junction,2026-04-16,21:15,0,On Time,No Delay,1315,59,1,Clear,39,8947,22,Low,0,0,0,1,Monitor
875,12630,Superfast,NGP,Nagpur Junction,BCT,Mumbai Central,2026-03-01,22:45,12,Delayed,Congestion,1104,74,2,Clear,30,6333,32,Low,0,0,0,9,Monitor
876,12552,Sampark Kranti,ADI,Ahmedabad Junction,KOTA,Kota Junction,2026-09-10,04:30,75,At Risk,Platform Change,1778,73,10,Rain,40,9355,56,Medium,0,1,1,84,Notify station control
877,14532,Duronto,GKP,Gorakhpur,BPL,Bhopal Junction,2026-05-25,04:45,0,On Time,No Delay,223,80,7,Clear,44,3169,25,Low,0,0,0,0,Monitor
878,14408,Intercity,BPL,Bhopal Junction,KOTA,Kota Junction,2026-03-24,06:30,5,Delayed,Weather,497,44,13,Storm,34,2228,32,Low,0,0,1,13,Monitor
879,14378,Vande Bharat,ALD,Prayagraj Junction,PUNE,Pune Junction,2026-06-14,21:00,0,On Time,No Delay,920,57,17,Rain,18,9493,25,Low,0,0,0,0,Monitor
880,14656,Superfast,SDAH,Sealdah,KOTA,Kota Junction,2026-07-22,08:00,0,On Time,No Delay,1785,50,5,Heavy Rain,26,9974,35,Low,1,1,0,6,Monitor
881,14549,Superfast,ALD,Prayagraj Junction,BPL,Bhopal Junction,2026-06-25,03:30,0,On Time,No Delay,623,93,14,Clear,17,2687,34,Low,1,1,0,1,Monitor
882,13270,Duronto,SBC,KSR Bengaluru City,JP,Jaipur Junction,2026-04-01,00:45,0,On Time,No Delay,816,77,17,Heavy Rain,22,964,43,Medium,0,0,1,0,Notify station control
883,13209,Rajdhani,KOTA,Kota Junction,BPL,Bhopal Junction,2026-07-17,01:30,0,On Time,No Delay,972,70,7,Storm,40,5786,41,Medium,0,0,0,0,Notify station control
884,14610,Superfast,CSTM,Mumbai CSMT,LKO,Lucknow Charbagh,2026-06-08,20:30,0,On Time,No Delay,542,75,17,Clear,20,9843,26,Low,0,0,0,8,Monitor
885,14257,Express,ADI,Ahmedabad Junction,NDLS,New Delhi,2026-01-18,02:45,60,Delayed,Maintenance Work,466,72,14,Clear,35,2430,49,Medium,0,0,1,59,Notify station control
886,12121,Sampark Kranti,BBS,Bhubaneswar,BPL,Bhopal Junction,2026-04-07,14:15,10,Delayed,Weather,226,50,13,Rain,43,8884,26,Low,0,0,0,13,Monitor
887,13046,Duronto,CSTM,Mumbai CSMT,MAS,Chennai Central,2026-03-01,12:00,0,On Time,No Delay,1001,90,3,Heatwave,28,474,28,Low,0,1,0,0,Monitor
888,12766,Superfast,PUNE,Pune Junction,VSKP,Visakhapatnam,2026-09-10,09:30,0,On Time,No Delay,1354,87,12,Cloudy,26,2286,27,Low,0,0,0,1,Monitor
889,12575,Superfast,GKP,Gorakhpur,BCT,Mumbai Central,2026-04-22,08:00,0,On Time,No Delay,782,35,4,Fog,27,362,27,Low,0,0,1,0,Monitor
890,14414,Duronto,BPL,Bhopal Junction,PNBE,Patna Junction,2026-08-27,18:15,999,Cancelled,Technical Fault,562,73,3,Rain,14,2945,100,Critical,0,0,1,999,Escalate to operations command
891,12867,Intercity,HWH,Howrah Junction,PUNE,Pune Junction,2026-02-28,16:15,0,On Time,No Delay,1684,88,15,Cloudy,21,7279,34,Low,1,1,0,2,Monitor
892,14004,Superfast,ALD,Prayagraj Junction,LKO,Lucknow Charbagh,2026-08-16,22:00,0,On Time,No Delay,1693,52,1,Rain,29,9943,21,Low,0,1,0,8,Monitor
893,12752,Jan Shatabdi,BPL,Bhopal Junction,PNBE,Patna Junction,2026-06-11,21:15,15,At Risk,Weather,927,77,5,Fog,16,754,48,Medium,0,0,0,15,Notify station control
894,13102,Superfast,CSTM,Mumbai CSMT,NGP,Nagpur Junction,2026-03-11,18:45,90,Delayed,Weather,1009,61,5,Heatwave,37,1493,57,Medium,0,0,1,90,Notify station control
895,14476,Jan Shatabdi,VSKP,Visakhapatnam,BCT,Mumbai Central,2026-09-14,23:30,30,At Risk,Late Incoming Train,771,82,6,Clear,18,919,43,Medium,0,0,0,35,Notify station control
896,12439,Sampark Kranti,PNBE,Patna Junction,JP,Jaipur Junction,2026-08-21,17:45,0,On Time,No Delay,1228,46,18,Rain,34,1381,21,Low,0,0,0,0,Monitor
897,12246,Duronto,BCT,Mumbai Central,BBS,Bhubaneswar,2026-08-16,19:45,0,On Time,No Delay,1096,68,6,Cloudy,14,7705,23,Low,0,0,0,7,Monitor
898,12480,Sampark Kranti,BPL,Bhopal Junction,GKP,Gorakhpur,2026-09-11,21:00,0,Completed,No Delay,1651,82,5,Cloudy,40,2421,27,Low,0,1,0,1,Monitor
899,12748,Rajdhani,BPL,Bhopal Junction,MAS,Chennai Central,2026-03-09,17:15,5,Delayed,Congestion,1727,90,11,Rain,35,7781,33,Low,0,1,0,1,Monitor
900,12833,Duronto,LKO,Lucknow Charbagh,BPL,Bhopal Junction,2026-03-22,17:30,0,Completed,No Delay,1395,75,13,Clear,20,2599,25,Low,0,0,0,4,Monitor
901,12670,Sampark Kranti,BPL,Bhopal Junction,PUNE,Pune Junction,2026-06-13,05:15,0,Completed,No Delay,516,74,11,Clear,19,9033,29,Low,0,0,0,5,Monitor
902,12789,Vande Bharat,BPL,Bhopal Junction,KOTA,Kota Junction,2026-06-12,00:45,0,On Time,No Delay,1585,98,12,Cloudy,17,3962,36,Low,1,1,1,0,Monitor
903,13272,Superfast,PNBE,Patna Junction,ADI,Ahmedabad Junction,2026-09-27,18:00,0,On Time,No Delay,1178,77,9,Clear,21,424,24,Low,1,0,0,4,Monitor
904,14662,Duronto,HWH,Howrah Junction,PNBE,Patna Junction,2026-04-13,09:00,0,On Time,No Delay,1623,63,11,Cloudy,32,4166,22,Low,0,1,0,0,Monitor
905,14114,Superfast,LKO,Lucknow Charbagh,JP,Jaipur Junction,2026-06-02,00:30,20,At Risk,Technical Fault,929,68,14,Clear,29,8893,29,Low,1,0,1,22,Monitor
906,12999,Shatabdi,SDAH,Sealdah,HWH,Howrah Junction,2026-03-25,15:00,0,On Time,No Delay,1115,68,13,Clear,33,8970,21,Low,1,0,0,10,Monitor
907,12431,Jan Shatabdi,ADI,Ahmedabad Junction,BPL,Bhopal Junction,2026-05-10,05:15,45,Delayed,Technical Fault,857,44,14,Clear,27,1256,34,Low,1,0,1,53,Monitor
908,14344,Garib Rath,BBS,Bhubaneswar,LKO,Lucknow Charbagh,2026-02-26,22:45,40,Delayed,Platform Change,924,64,11,Rain,39,5019,36,Low,0,0,0,39,Monitor
909,12401,Rajdhani,LKO,Lucknow Charbagh,NDLS,New Delhi,2026-02-07,00:30,0,On Time,No Delay,942,63,8,Heavy Rain,16,4173,32,Low,0,0,0,0,Monitor
910,12167,Vande Bharat,LKO,Lucknow Charbagh,PNBE,Patna Junction,2026-08-05,15:15,75,Delayed,Technical Fault,1576,60,4,Cloudy,23,5268,49,Medium,1,1,1,82,Notify station control
911,14193,Garib Rath,NGP,Nagpur Junction,BBS,Bhubaneswar,2026-03-23,17:00,15,Delayed,Technical Fault,930,100,6,Rain,43,6342,37,Low,0,1,0,16,Monitor
912,12217,Vande Bharat,SDAH,Sealdah,PUNE,Pune Junction,2026-08-06,06:45,5,Delayed,Track Obstruction,300,40,13,Cloudy,37,432,16,Low,1,0,0,7,Monitor
913,14422,Express,CNB,Kanpur Central,NDLS,New Delhi,2026-08-05,12:15,0,On Time,No Delay,1542,50,12,Rain,29,7906,19,Low,0,1,0,3,Monitor
914,13019,Sampark Kranti,GKP,Gorakhpur,BCT,Mumbai Central,2026-01-18,05:45,0,On Time,No Delay,1551,83,15,Fog,26,753,41,Medium,0,1,1,2,Notify station control
915,12509,Express,HWH,Howrah Junction,PNBE,Patna Junction,2026-07-06,03:45,20,Delayed,Crew Delay,1336,54,1,Clear,24,3278,26,Low,1,0,0,19,Monitor
916,12282,Garib Rath,LKO,Lucknow Charbagh,KOTA,Kota Junction,2026-06-18,09:30,0,On Time,No Delay,664,43,6,Cloudy,24,6258,21,Low,1,0,0,2,Monitor
917,14293,Express,NGP,Nagpur Junction,HWH,Howrah Junction,2026-02-06,14:45,120,At Risk,Platform Change,773,76,11,Clear,22,4459,73,High,1,0,1,130,Reallocate platform and crew
918,14523,Express,NDLS,New Delhi,SBC,KSR Bengaluru City,2026-06-05,18:15,0,On Time,No Delay,684,78,15,Clear,38,8934,27,Low,0,0,1,0,Monitor
919,12087,Shatabdi,SDAH,Sealdah,MAS,Chennai Central,2026-08-17,16:45,0,On Time,No Delay,1673,83,18,Clear,20,3138,24,Low,0,1,1,0,Monitor
920,13186,Jan Shatabdi,CNB,Kanpur Central,SBC,KSR Bengaluru City,2026-05-10,07:45,0,On Time,No Delay,1275,47,13,Clear,43,1297,23,Low,0,0,0,0,Monitor
921,14542,Shatabdi,CSTM,Mumbai CSMT,KOTA,Kota Junction,2026-01-03,09:15,45,Delayed,Weather,610,89,3,Fog,14,877,56,Medium,1,0,0,45,Notify station control
922,14325,Rajdhani,BBS,Bhubaneswar,ADI,Ahmedabad Junction,2026-01-21,04:15,20,Delayed,Platform Change,1142,61,3,Heatwave,20,8489,27,Low,0,0,1,18,Monitor
923,12516,Express,HWH,Howrah Junction,PUNE,Pune Junction,2026-03-02,03:00,0,On Time,No Delay,465,95,3,Rain,17,2146,31,Low,0,1,0,7,Monitor
924,13085,Jan Shatabdi,VSKP,Visakhapatnam,SDAH,Sealdah,2026-09-01,21:15,25,At Risk,Crew Delay,255,82,10,Clear,32,3453,37,Low,0,0,0,32,Monitor
925,14314,Duronto,VSKP,Visakhapatnam,JP,Jaipur Junction,2026-03-05,19:30,35,At Risk,Track Obstruction,762,94,13,Clear,34,8898,41,Medium,0,1,0,40,Notify station control
926,12076,Vande Bharat,BPL,Bhopal Junction,SDAH,Sealdah,2026-03-25,22:45,45,At Risk,Weather,1657,78,13,Storm,40,1381,59,Medium,0,1,0,40,Notify station control
927,12759,Shatabdi,NDLS,New Delhi,SDAH,Sealdah,2026-03-01,04:45,0,On Time,No Delay,915,58,13,Clear,23,2435,20,Low,0,0,0,0,Monitor
928,12347,Sampark Kranti,BCT,Mumbai Central,VSKP,Visakhapatnam,2026-07-14,18:00,0,On Time,No Delay,1193,70,9,Clear,15,3025,26,Low,0,0,0,0,Monitor
929,12417,Garib Rath,NGP,Nagpur Junction,PUNE,Pune Junction,2026-01-20,11:45,12,Delayed,Weather,504,86,1,Clear,21,4976,30,Low,0,0,0,14,Monitor
930,14148,Intercity,BBS,Bhubaneswar,KOTA,Kota Junction,2026-04-09,15:00,999,Cancelled,Congestion,1086,55,12,Cloudy,25,4970,100,Critical,0,0,1,999,Escalate to operations command
931,14156,Rajdhani,SDAH,Sealdah,JP,Jaipur Junction,2026-02-15,12:30,0,On Time,No Delay,1755,95,4,Cloudy,15,3695,27,Low,1,1,0,8,Monitor
932,12555,Jan Shatabdi,CSTM,Mumbai CSMT,PNBE,Patna Junction,2026-01-15,02:15,0,On Time,No Delay,379,93,12,Clear,28,2059,28,Low,0,1,0,0,Monitor
933,14058,Shatabdi,PNBE,Patna Junction,BCT,Mumbai Central,2026-07-06,03:15,0,On Time,No Delay,649,56,10,Cloudy,25,8994,20,Low,0,0,0,10,Monitor
934,14556,Duronto,NDLS,New Delhi,BCT,Mumbai Central,2026-08-01,06:00,0,On Time,No Delay,1565,100,12,Fog,28,516,47,Medium,1,1,0,8,Notify station control
935,13026,Vande Bharat,ALD,Prayagraj Junction,NDLS,New Delhi,2026-09-08,04:45,18,Delayed,Weather,700,92,14,Fog,40,232,46,Medium,1,1,0,24,Notify station control
936,12135,Intercity,NDLS,New Delhi,CSTM,Mumbai CSMT,2026-08-22,14:00,0,On Time,No Delay,856,49,1,Clear,38,1411,23,Low,0,0,1,0,Monitor
937,12096,Garib Rath,ADI,Ahmedabad Junction,BCT,Mumbai Central,2026-05-21,19:45,10,Delayed,Weather,1355,87,3,Fog,24,883,42,Medium,0,0,0,6,Notify station control
938,14282,Vande Bharat,BPL,Bhopal Junction,ALD,Prayagraj Junction,2026-07-04,04:15,20,Delayed,Maintenance Work,1583,76,4,Cloudy,40,7092,33,Low,0,1,1,24,Monitor
939,12163,Express,BBS,Bhubaneswar,JP,Jaipur Junction,2026-01-03,22:30,25,Delayed,Technical Fault,1740,71,17,Clear,35,9982,36,Low,0,1,1,29,Monitor
940,12404,Vande Bharat,MAS,Chennai Central,VSKP,Visakhapatnam,2026-05-04,17:00,90,Delayed,Weather,531,84,4,Fog,16,500,70,High,0,0,1,90,Reallocate platform and crew
941,14674,Jan Shatabdi,PUNE,Pune Junction,BPL,Bhopal Junction,2026-09-13,08:30,90,Delayed,Track Obstruction,351,100,18,Heatwave,30,9928,65,High,0,1,1,85,Reallocate platform and crew
942,12598,Shatabdi,ALD,Prayagraj Junction,SDAH,Sealdah,2026-01-26,00:30,45,Delayed,Crew Delay,1349,70,15,Cloudy,30,6424,42,Medium,1,0,0,40,Notify station control
943,14061,Superfast,ALD,Prayagraj Junction,BCT,Mumbai Central,2026-05-26,05:45,10,Delayed,Weather,566,71,13,Fog,16,862,43,Medium,0,0,1,7,Notify station control
944,12460,Intercity,ALD,Prayagraj Junction,PNBE,Patna Junction,2026-02-26,18:45,120,Delayed,Signal Failure,727,80,2,Rain,32,6110,70,High,0,0,1,118,Reallocate platform and crew
945,14006,Express,HWH,Howrah Junction,BPL,Bhopal Junction,2026-06-04,14:45,999,Cancelled,Weather,1560,94,18,Clear,21,5760,100,Critical,0,1,1,999,Escalate to operations command
946,12178,Intercity,MAS,Chennai Central,LKO,Lucknow Charbagh,2026-08-17,09:15,35,At Risk,Weather,965,61,18,Fog,21,817,46,Medium,0,0,0,43,Notify station control
947,12020,Jan Shatabdi,CSTM,Mumbai CSMT,BBS,Bhubaneswar,2026-05-18,12:15,0,On Time,No Delay,507,89,8,Clear,40,6962,28,Low,0,0,0,0,Monitor
948,14018,Garib Rath,KOTA,Kota Junction,BCT,Mumbai Central,2026-02-10,02:15,0,On Time,No Delay,1721,74,17,Clear,28,9733,22,Low,0,1,0,8,Monitor
949,12746,Sampark Kranti,HWH,Howrah Junction,KOTA,Kota Junction,2026-01-09,10:00,18,Delayed,Weather,1643,66,16,Storm,37,6978,39,Low,0,1,0,23,Monitor
950,12022,Superfast,BPL,Bhopal Junction,LKO,Lucknow Charbagh,2026-01-28,06:30,999,Cancelled,Maintenance Work,476,82,9,Rain,17,1895,100,Critical,0,0,1,999,Escalate to operations command
951,14554,Intercity,ADI,Ahmedabad Junction,NDLS,New Delhi,2026-07-15,17:15,120,At Risk,Maintenance Work,1710,92,9,Rain,33,9118,77,High,0,1,1,116,Reallocate platform and crew
952,12257,Garib Rath,HWH,Howrah Junction,JP,Jaipur Junction,2026-05-18,13:15,0,On Time,No Delay,394,83,8,Fog,40,414,42,Medium,0,0,1,0,Notify station control
953,14671,Express,GKP,Gorakhpur,BPL,Bhopal Junction,2026-02-04,19:15,0,On Time,No Delay,1341,63,3,Cloudy,24,5875,25,Low,0,0,0,3,Monitor
954,12188,Express,KOTA,Kota Junction,MAS,Chennai Central,2026-01-08,19:45,0,Completed,No Delay,961,100,2,Clear,25,2157,29,Low,0,1,1,10,Monitor
955,13032,Intercity,SBC,KSR Bengaluru City,VSKP,Visakhapatnam,2026-01-20,20:30,0,Completed,No Delay,384,64,12,Cloudy,33,1214,23,Low,0,0,0,10,Monitor
956,14375,Garib Rath,SDAH,Sealdah,LKO,Lucknow Charbagh,2026-07-02,10:45,0,On Time,No Delay,950,74,13,Clear,35,4788,29,Low,0,0,1,8,Monitor
957,12040,Superfast,ADI,Ahmedabad Junction,MAS,Chennai Central,2026-09-26,19:00,45,Delayed,Maintenance Work,876,72,15,Cloudy,39,5354,45,Medium,0,0,0,50,Notify station control
958,12748,Garib Rath,NGP,Nagpur Junction,SDAH,Sealdah,2026-06-20,19:30,60,At Risk,Weather,1757,75,14,Heavy Rain,24,5038,57,Medium,0,1,1,58,Notify station control
959,12089,Intercity,PUNE,Pune Junction,BCT,Mumbai Central,2026-03-25,10:00,0,On Time,No Delay,538,81,15,Clear,27,8137,30,Low,0,0,1,10,Monitor
960,12311,Duronto,BPL,Bhopal Junction,NDLS,New Delhi,2026-01-01,17:00,0,On Time,No Delay,369,83,12,Storm,43,8547,44,Medium,1,0,1,3,Notify station control
961,14567,Intercity,HWH,Howrah Junction,PNBE,Patna Junction,2026-03-23,13:30,120,Delayed,Weather,581,82,12,Storm,28,523,88,Critical,0,0,1,123,Escalate to operations command
962,12219,Shatabdi,MAS,Chennai Central,VSKP,Visakhapatnam,2026-07-28,17:00,0,Completed,No Delay,1262,69,9,Clear,21,8143,24,Low,0,0,0,2,Monitor
963,13182,Duronto,VSKP,Visakhapatnam,GKP,Gorakhpur,2026-05-02,01:45,0,On Time,No Delay,1232,79,18,Clear,36,4110,28,Low,0,0,0,5,Monitor
964,13137,Express,ADI,Ahmedabad Junction,LKO,Lucknow Charbagh,2026-09-20,23:45,0,On Time,No Delay,583,82,3,Clear,17,2592,26,Low,0,0,0,0,Monitor
965,14157,Intercity,KOTA,Kota Junction,CSTM,Mumbai CSMT,2026-06-23,00:00,25,At Risk,Technical Fault,1182,80,18,Rain,31,6517,39,Low,0,0,1,25,Monitor
966,12706,Garib Rath,CSTM,Mumbai CSMT,NGP,Nagpur Junction,2026-06-28,07:30,0,On Time,No Delay,247,84,13,Cloudy,33,4060,27,Low,0,0,0,0,Monitor
967,12366,Shatabdi,NDLS,New Delhi,CSTM,Mumbai CSMT,2026-06-09,08:45,60,At Risk,Late Incoming Train,766,70,14,Clear,25,3122,46,Medium,0,0,1,63,Notify station control
968,12669,Superfast,BCT,Mumbai Central,GKP,Gorakhpur,2026-02-05,17:45,120,Delayed,Crew Delay,1102,75,18,Cloudy,17,555,73,High,0,0,1,125,Reallocate platform and crew
969,12869,Intercity,PNBE,Patna Junction,ALD,Prayagraj Junction,2026-02-09,14:15,75,At Risk,Weather,1233,81,2,Storm,23,5452,68,High,0,0,1,74,Reallocate platform and crew
970,12705,Shatabdi,ADI,Ahmedabad Junction,NGP,Nagpur Junction,2026-03-17,07:15,60,At Risk,Technical Fault,728,45,5,Rain,42,3637,45,Medium,1,0,1,62,Notify station control
971,12415,Jan Shatabdi,GKP,Gorakhpur,HWH,Howrah Junction,2026-03-04,01:00,60,Delayed,Technical Fault,1340,78,17,Heatwave,43,1108,52,Medium,0,0,1,61,Notify station control
972,12723,Rajdhani,NDLS,New Delhi,SBC,KSR Bengaluru City,2026-07-04,00:00,0,On Time,No Delay,970,84,15,Rain,27,6516,25,Low,0,0,1,0,Monitor
973,13150,Shatabdi,JP,Jaipur Junction,SBC,KSR Bengaluru City,2026-08-09,13:15,0,On Time,No Delay,661,85,11,Heatwave,34,4297,31,Low,1,0,0,0,Monitor
974,12953,Sampark Kranti,SBC,KSR Bengaluru City,CNB,Kanpur Central,2026-03-01,11:30,0,On Time,No Delay,380,68,2,Rain,14,3553,27,Low,0,0,1,0,Monitor
975,13257,Shatabdi,LKO,Lucknow Charbagh,KOTA,Kota Junction,2026-06-10,02:00,0,On Time,No Delay,274,39,13,Heatwave,27,4701,14,Low,0,0,1,0,Monitor
976,12058,Jan Shatabdi,PUNE,Pune Junction,LKO,Lucknow Charbagh,2026-07-14,17:15,0,On Time,No Delay,1391,91,9,Clear,38,7991,26,Low,0,1,0,0,Monitor
977,12449,Jan Shatabdi,JP,Jaipur Junction,GKP,Gorakhpur,2026-09-22,21:45,60,At Risk,Maintenance Work,1787,86,14,Clear,31,9400,52,Medium,1,1,1,58,Notify station control
978,13104,Superfast,KOTA,Kota Junction,CSTM,Mumbai CSMT,2026-01-03,04:45,75,At Risk,Maintenance Work,338,77,15,Clear,42,6477,51,Medium,0,0,1,77,Notify station control
979,14374,Jan Shatabdi,CNB,Kanpur Central,BBS,Bhubaneswar,2026-09-11,03:45,18,At Risk,Weather,341,74,12,Clear,43,2580,29,Low,0,0,0,27,Monitor
980,12991,Shatabdi,BBS,Bhubaneswar,VSKP,Visakhapatnam,2026-07-05,13:30,15,Delayed,Platform Change,1413,75,6,Cloudy,39,1522,29,Low,0,0,0,14,Monitor
981,12478,Express,MAS,Chennai Central,SBC,KSR Bengaluru City,2026-05-12,15:00,0,On Time,No Delay,1100,98,9,Cloudy,37,6303,30,Low,0,1,0,0,Monitor
982,14317,Rajdhani,LKO,Lucknow Charbagh,VSKP,Visakhapatnam,2026-04-23,10:45,15,At Risk,Congestion,1197,83,1,Clear,36,9712,30,Low,0,0,1,11,Monitor
983,14122,Vande Bharat,ADI,Ahmedabad Junction,BCT,Mumbai Central,2026-02-16,16:15,30,At Risk,Weather,543,42,11,Fog,42,818,45,Medium,0,0,0,33,Notify station control
984,14131,Shatabdi,MAS,Chennai Central,JP,Jaipur Junction,2026-06-18,20:00,0,On Time,No Delay,977,75,18,Clear,43,6413,22,Low,0,0,0,10,Monitor
985,14548,Rajdhani,CSTM,Mumbai CSMT,SDAH,Sealdah,2026-08-02,18:15,90,Delayed,Weather,1525,84,3,Fog,37,124,77,High,0,1,1,96,Reallocate platform and crew
986,12160,Shatabdi,SBC,KSR Bengaluru City,BCT,Mumbai Central,2026-05-08,20:15,40,At Risk,Signal Failure,1170,80,9,Rain,42,1719,43,Medium,1,0,0,44,Notify station control
987,14153,Sampark Kranti,GKP,Gorakhpur,PNBE,Patna Junction,2026-08-07,09:00,20,Delayed,Weather,885,83,16,Fog,38,198,47,Medium,1,0,0,17,Notify station control
988,12134,Superfast,SBC,KSR Bengaluru City,CSTM,Mumbai CSMT,2026-06-15,08:15,0,On Time,No Delay,1329,84,13,Clear,21,3301,25,Low,0,0,0,9,Monitor
989,14068,Rajdhani,LKO,Lucknow Charbagh,SDAH,Sealdah,2026-09-17,06:30,0,On Time,No Delay,1297,53,15,Clear,20,9938,22,Low,0,0,0,2,Monitor
990,12749,Garib Rath,MAS,Chennai Central,CNB,Kanpur Central,2026-07-12,14:30,0,On Time,No Delay,277,85,11,Clear,24,1169,29,Low,0,0,0,9,Monitor
991,13151,Duronto,CNB,Kanpur Central,CSTM,Mumbai CSMT,2026-01-22,19:00,0,On Time,No Delay,199,60,11,Clear,42,5617,19,Low,0,0,0,0,Monitor
992,12213,Express,PUNE,Pune Junction,HWH,Howrah Junction,2026-01-22,22:15,60,At Risk,Signal Failure,471,65,11,Clear,39,5132,49,Medium,0,0,1,69,Notify station control
993,13292,Sampark Kranti,MAS,Chennai Central,NDLS,New Delhi,2026-06-26,18:30,0,On Time,No Delay,728,74,6,Clear,14,1654,28,Low,0,0,1,0,Monitor
994,12554,Rajdhani,BCT,Mumbai Central,NDLS,New Delhi,2026-01-15,09:00,0,On Time,No Delay,619,70,6,Clear,43,5985,28,Low,0,0,0,3,Monitor
995,14191,Vande Bharat,BBS,Bhubaneswar,HWH,Howrah Junction,2026-01-13,09:15,90,At Risk,Signal Failure,904,70,12,Cloudy,34,759,57,Medium,0,0,1,87,Notify station control
996,12689,Sampark Kranti,JP,Jaipur Junction,NDLS,New Delhi,2026-02-03,17:30,0,On Time,No Delay,438,56,2,Clear,42,3814,21,Low,1,0,0,0,Monitor
997,12784,Superfast,KOTA,Kota Junction,HWH,Howrah Junction,2026-01-12,12:00,999,Cancelled,Weather,888,76,12,Storm,35,9591,100,Critical,0,0,1,999,Escalate to operations command
998,14063,Sampark Kranti,BCT,Mumbai Central,CSTM,Mumbai CSMT,2026-08-16,08:00,0,Completed,No Delay,219,64,13,Clear,32,7320,27,Low,0,0,1,0,Monitor
999,14335,Duronto,PUNE,Pune Junction,PNBE,Patna Junction,2026-08-13,05:30,20,At Risk,Weather,808,42,12,Rain,41,3986,21,Low,0,0,1,15,Monitor
1000,12621,Superfast,LKO,Lucknow Charbagh,NDLS,New Delhi,2026-09-09,05:00,10,At Risk,Platform Change,821,57,9,Cloudy,18,6708,23,Low,0,0,1,14,Monitor
1001,12429,Vande Bharat,MAS,Chennai Central,KOTA,Kota Junction,2026-01-21,17:45,0,On Time,No Delay,322,100,2,Fog,34,511,48,Medium,0,1,0,0,Notify station control
1002,12702,Duronto,PNBE,Patna Junction,ADI,Ahmedabad Junction,2026-05-22,10:45,999,Cancelled,Platform Change,1089,78,8,Clear,39,2529,100,Critical,0,0,1,999,Escalate to operations command
1003,14470,Express,LKO,Lucknow Charbagh,KOTA,Kota Junction,2026-07-22,05:00,0,On Time,No Delay,561,93,14,Cloudy,23,3044,30,Low,0,1,0,0,Monitor
1004,13146,Jan Shatabdi,SDAH,Sealdah,BBS,Bhubaneswar,2026-06-27,05:15,0,On Time,No Delay,1128,86,1,Clear,36,2365,25,Low,0,0,0,9,Monitor
1005,12525,Intercity,ALD,Prayagraj Junction,NDLS,New Delhi,2026-07-04,03:45,18,At Risk,Technical Fault,318,56,4,Clear,30,9685,29,Low,0,0,0,13,Monitor
1006,13143,Jan Shatabdi,SBC,KSR Bengaluru City,GKP,Gorakhpur,2026-04-16,17:15,40,Delayed,Maintenance Work,1593,100,16,Cloudy,19,1843,47,Medium,0,1,0,36,Notify station control
1007,13278,Duronto,CSTM,Mumbai CSMT,GKP,Gorakhpur,2026-08-06,00:00,120,Delayed,Late Incoming Train,745,60,2,Heatwave,35,1872,68,High,0,0,1,119,Reallocate platform and crew
1008,12679,Garib Rath,MAS,Chennai Central,GKP,Gorakhpur,2026-03-24,16:00,25,Delayed,Technical Fault,301,100,9,Clear,16,4845,40,Medium,0,1,0,35,Notify station control
1009,13174,Sampark Kranti,CSTM,Mumbai CSMT,VSKP,Visakhapatnam,2026-08-12,04:00,5,At Risk,Signal Failure,441,85,2,Rain,22,2745,28,Low,0,0,1,4,Monitor
1010,12606,Duronto,PUNE,Pune Junction,BPL,Bhopal Junction,2026-04-27,14:45,75,Delayed,Signal Failure,1013,78,9,Clear,26,3528,51,Medium,0,0,1,71,Notify station control
1011,13275,Shatabdi,VSKP,Visakhapatnam,CNB,Kanpur Central,2026-03-19,23:15,25,Delayed,Track Obstruction,1580,84,3,Clear,27,1512,38,Low,1,1,0,29,Monitor
1012,12832,Jan Shatabdi,HWH,Howrah Junction,NDLS,New Delhi,2026-08-01,16:00,10,At Risk,Platform Change,512,77,5,Cloudy,32,1629,34,Low,0,0,1,11,Monitor
1013,14448,Intercity,CNB,Kanpur Central,NGP,Nagpur Junction,2026-06-02,09:30,60,At Risk,Signal Failure,964,77,5,Cloudy,16,9644,50,Medium,0,0,1,67,Notify station control
1014,12157,Intercity,ADI,Ahmedabad Junction,LKO,Lucknow Charbagh,2026-05-21,19:45,0,On Time,No Delay,807,90,7,Clear,36,3981,31,Low,0,1,0,8,Monitor
1015,12617,Duronto,MAS,Chennai Central,BBS,Bhubaneswar,2026-05-22,04:00,0,On Time,No Delay,420,100,9,Clear,20,7032,35,Low,0,1,0,0,Monitor
